sep=,
"publisher_email","page_url","page_version","publisher_type","publisher_team","cta_url_domain","pbase_line","pbase_code","version_note","page_note","stats_access","stats_view","stats_addtocart","stats_initcheckout","stats_checkout","stats_purchase","stats_access_error","stats_initcheckout_error","stats_checkout_error","stats_revenue","stats_purchase_abandon","stats_revenue_abandon","stats_taken_amount","stats_cost_total","stats_tax_amount"
iho@crossian.us,https://gentslux.com/glidepants?--content-version=5h0ih1dc2kdrkhk77viubm2mp_0,A,RMKT,,gentslux.com,Pant,GlidePants2,Version note 1,v4.0 NO DMCA New Season,1371,1197,100,73,61,54,2,,,2619,1,27.1,1406,797,150
iho@crossian.us,https://gentslux.com/harveyshirts?--content-version=2cle639o85y4fca0pmlu8oljc_0,A,RMKT,,gentslux.com,T-shirt,Harvey Shirts 2,Version note 1,V2.0 - Chuyển từ product code cũ sang,23,,,,,,,,,,,,,,
iho@crossian.us,https://gentslux.com/hunkywear?--content-version=kp3wbgjn9hbg385rco79x735_0,A,RMKT,,gentslux.com,T-shirt,HunkyWear3,Version note 1,v4.0 - New graphics,156,,,,,,,,,,,,,,
iho@crossian.us,https://gentslux.com/icedactive?--content-version=3swpvdn4y9p1fgugz5p9hcm8q_0,A,RMKT,,gentslux.com,Pant,IcedActive,Version note 1,V2.1 Unisex (Fix DMCA),157,,,,,,,,,,,,,,
iho@crossian.us,https://gentslux.com/icyshorts?--content-version=2il5b2qaup596sx35uafo5xqs_0,A,RMKT,,gentslux.com,Pant,Icy Shorts,Version note 1,"v7.1.1 (more unisex, fix lại màu variant)",548,558,2,1,1,1,,,,76.5,0,0,30.2,34.0,4.67
iho@crossian.us,https://gentslux.com/jettjeans?--content-version=2qzimgf0v6y64ocvu4hewkdt3_0,A,RMKT,,gentslux.com,Pant,JettJeans3,Version note 1,"v11.2: Add Gray, Brown",4985,4381,672,484,417,363,9,,,20454,36,1480,7979,9200,1170
iho@crossian.us,https://gentslux.com/jettjeans_old19may25?--content-version=51vm83wh0kmxjarzv18pw4egl_1,B,RMKT,,gentslux.com,Pant,JettJeans3,Version note 2,"v11.2: Add Gray, Brown",1,1,,,,,,,,,,,,,
iho@crossian.us,https://gentslux.com/meshirons?--content-version=2hq11yl5j6gji3j67vzrw3ht6_0,A,RMKT,,gentslux.com,Pant,MeshIrons,Version note 1,v1.0 - NFT,671,605,55,44,34,32,2,,,1969,1,35.3,914,752,107
iho@crossian.us,https://gentslux.com/meshirons?--content-version=2hq11yl5j6gji3j67vzrw3ht6_1,B,RMKT,,gentslux.com,Pant,MeshIrons,Version note 2,v2.0 - Đổi theme +wording,54,93,6,5,2,2,,,,157,0,0,71.2,61.8,9.02
iho@crossian.us,https://gentslux.com/motionsmax?--content-version=64hw1ew5zh7foln22ebmnygzd_0,A,RMKT,,gentslux.com,Pant,MotionsMax,Version note 1,v1.1.3 - Updated variant colors,9,,,,,,,,,,,,,,
iho@crossian.us,https://gentslux.com/multipants?--content-version=6c9a3pj8d5jt42n4t2sxmfmuz_0,A,RMKT,,gentslux.com,Pant,MultiPants2,Version note 1,v1.6 Visual Enhancement No DMCA,893,2,,,,,4,,,,,,,,
iho@crossian.us,https://gentslux.com/multipants?--content-version=6c9a3pj8d5jt42n4t2sxmfmuz_1,B,RMKT,,gentslux.com,Pant,MultiPants2,Version note 2,v3.0 New Size Chart (number sizes),398,1230,164,120,107,96,,,,5620,9,413,2542,2183,335
iho@crossian.us,https://gentslux.com/oldenease?--content-version=5khiln810rmk8lwime5smq1gr_0,A,RMKT,,gentslux.com,Pant,OldenEase,Version note 1,v1.0 - NFT,735,685,90,61,52,48,1,,,2841,4,132,1503,886,171
iho@crossian.us,https://gentslux.com/sleekcomfy?--content-version=4u2aebec2p2pzve2x32rnf3si_0,A,RMKT,,gentslux.com,Pant,SleekComfy,Version note 1,v2.0 - Remake,143,145,7,7,7,6,,,,257,1,26.7,81.3,134,14.7
iho@crossian.us,https://gentslux.com/slimboxers?--content-version=7jqtoj1hcqddjbgujaygn6uht_0,A,RMKT,,gentslux.com,Shapewear,SlimBoxers2,Version note 1,Q4.0 - New graphics (quantity),254,,,,,,,,,,,,,,
iho@crossian.us,https://gentslux.com/steelstitch?--content-version=1puk1qtuuv5s94t6v08w98yaq_0,A,RMKT,,gentslux.com,Pant,SteelStitch,Version note 1,V1.2 - Add promotion to page v1.1,2283,2389,188,145,117,103,2,,,5291,9,321,2027,2431,285
iho@crossian.us,https://gentslux.com/stretchactive?--content-version=fcz91lj311sexhjf4zk9ek6v_0,A,RMKT,,gentslux.com,Pant,StretchActive3,Version note 1,v5.2 - Unisex/2 model variants,4004,2940,298,216,165,149,13,,,8113,11,467,3747,3056,497
iho@crossian.us,https://gentslux.com/stridecomfy?--content-version=5xj4hls8hfysyk8kmj12cd2nu_0,A,RMKT,,gentslux.com,Pant,StrideComfy,Version note 1,v1.1.3 NO DMCA + Odd Sizes and Inseams,43,12,,,,,,,,,,,,,
iho@crossian.us,https://gentslux.com/stridecool?--content-version=7kah54211w1ccszrk6quqduy3_0,A,RMKT,,gentslux.com,Pant,StrideCool,Version note 1,v3.0 male/2 new colors,2,,,,,,,,,,,,,,
iho@crossian.us,https://gentslux.com/tactishirt?--content-version=1qaclo3bf8qprlvfz9zfxwrzd_0,A,RMKT,,gentslux.com,T-shirt,TactiShirt,Version note 1,"v2.0 - Added long-sleeve version, testing 3 buttons",1223,934,117,95,80,69,1,,,4294,10,442,1538,1988,257
iho@crossian.us,https://gentslux.com/tactishirt?--content-version=bm0fnf78g4u1p5vqj0nyd431_0,A,RMKT,,gentslux.com,T-shirt,TactiShirt,Version note 1,v1.3 - Enhanced visuals & descriptions,10,25,3,6,4,3,,,,112,1,37.0,41.1,52,4.65
iho@crossian.us,https://gentslux.com/tactishirt_old3nov25?--content-version=bm0fnf78g4u1p5vqj0nyd431_0,A,RMKT,,gentslux.com,T-shirt,TactiShirt,Version note 1,v1.3 - Enhanced visuals & descriptions,10,10,,,,,,,,,,,,,
iho@crossian.us,https://gentslux.com/thrivejeans?--content-version=7kh19uskn0vz41kwv82tq4ewu_0,A,RMKT,,gentslux.com,Pant,ThriveJeans,Version note 1,"V2.0 - Fix color, fit",1,,,,,,,,,,,,,,
iho@crossian.us,https://gentslux.com/timelessflex?--content-version=3s2jbq5p7b3bv4lv9q4xc7qbn_0,A,RMKT,,gentslux.com,Pant,TimelessFlex,Version note 1,v1.4 - FC thêm màu Brown và Classic Blue,3503,2420,331,268,227,194,4,,,9871,25,1223,3758,4518,565
iho@crossian.us,https://gentslux.com/ventyflex?--content-version=1m20451tjxk0nhd9y5y0drzl1_0,A,RMKT,,gentslux.com,T-shirt,VentyFlex2,Version note 1,v2.0 - 2024 Revive,184,,,,,,,,,,,,,,
iho@crossian.us,https://luxfitting.com/airychic?--content-version=3h1g0fx7ir195a4guefd6brr5_0,A,RMKT,,luxfitting.com,Pant,AiryChic,Version note 1,V2.0 - Older model + Added USP,82,,,,,,,,,,,,,,
iho@crossian.us,https://luxfitting.com/arcticshorts?--content-version=249sie1icvun2l37t59zgzy81_0,A,RMKT,,luxfitting.com,Pant,Arctic Shorts,Version note 1,v2.0 unisex,2,,,,,,,,,,,,,,
iho@crossian.us,https://luxfitting.com/camibloom?--content-version=5qj9h2e3wp1hjlgdb0or7q7tz_0,A,RMKT,,luxfitting.com,Dress,CamiBloom 2,Version note 1,vC2-3.1. Fix DMCA - Content vC2-2.1,70,,,,,,,,,,,,,,
iho@crossian.us,https://luxfitting.com/comfijeans?--content-version=1jetorrlq9qbkj5gywbt1w6gy_0,A,RMKT,,luxfitting.com,Pant,ComfiJeans,Version note 1,v2.0 - update ảnh USP,823,787,133,104,87,74,2,,,3581,5,132,1308,1693,205
iho@crossian.us,https://luxfitting.com/comfitank?--content-version=2qwqv27njxp8wqtiw67saw9xq_0,A,RMKT,,luxfitting.com,T-shirt,Comfitank3,Version note 1,v1.0 - For RMKT,124,,,,,,,,,,,,,,
iho@crossian.us,https://luxfitting.com?--content-version=4zog4r6m66q9yws720t7rebsf_0,A,RMKT,,luxfitting.com,Pant,FemiJeans,Version note 1,v2.0 - change persona,2,2,,,,,,,,,,,,,
iho@crossian.us,https://luxfitting.com?--content-version=5mtat1dfu90sjb9gr5v6vaq2z_0,A,RMKT,,luxfitting.com,Pant,Icy Shorts,Version note 1,"v7.1.1 (more unisex, fix lại màu variant)",1,1,,,,,,,,,,,,,
iho@crossian.us,https://luxfitting.com/curvyflair?--content-version=5upg5q59w0i6564cwkszu3j4w_0,A,RMKT,,luxfitting.com,Pant,CurvyFlair,Version note 1,Q5.0 - New graphics,4,,,,,,,,,,,,,,
iho@crossian.us,https://luxfitting.com/easeflair?--content-version=1rhohhqysg3co9bksoqhrfg3k_0,A,RMKT,,luxfitting.com,Pant,EaseFlair,Version note 1,v1.1 Add Navy & Khaki,3,,,,,,,,,,,,,,
iho@crossian.us,https://luxfitting.com/easeflexor?--content-version=4kbk4v41onzf5o7ax5z2o0f48_0,A,RMKT,,luxfitting.com,Pant,EaseFlexor,Version note 1,"v2.3. New size chart - May 29, 2024",594,552,77,59,56,49,1,,,2377,5,168,827,1176,128
iho@crossian.us,https://luxfitting.com/easetrousers?--content-version=40hz7bea5leiycvkrcdentvlu_0,A,RMKT,,luxfitting.com,Pant,EaseTrousers,Version note 1,"v4.0 - Casual, comfort target",802,777,55,36,36,30,2,,,1360,2,48.3,463,681,71.3
iho@crossian.us,https://luxfitting.com/femijeans?--content-version=4zog4r6m66q9yws720t7rebsf_0,A,RMKT,,luxfitting.com,Pant,FemiJeans,Version note 1,v2.0 - change persona,886,853,98,75,58,48,3,,,1890,6,196,564,1012,109
iho@crossian.us,https://luxfitting.com/fleecesox?--content-version=4cpbr2qyffr9jp9268gq6c5id_0,A,RMKT,,luxfitting.com,Accessories,FleeceSox,Version note 1,v1.0 NFT,1,,,,,,,,,,,,,,
iho@crossian.us,https://luxfitting.com/flexcozy?--content-version=5hgxk7657f9e0pvq38wmc9zh0_0,A,RMKT,,luxfitting.com,Pant,FlexCozy,Version note 1,v3.0 (đổi màu Olive Green -> Muted Brown),130,222,33,25,23,23,1,,,1142,1,32.0,393,581,46.3
iho@crossian.us,https://luxfitting.com/flexcozy?--content-version=5hgxk7657f9e0pvq38wmc9zh0_1,B,RMKT,,luxfitting.com,Pant,FlexCozy,Version note 2,v5 (Female Only),11,21,1,1,1,,,,,,,,,,
iho@crossian.us,https://luxfitting.com/flexipants?--content-version=6a3qkt38ckjace5zb2w4ccn14_0,A,RMKT,,luxfitting.com,Pant,FlexiPants2,Version note 1,"v2.4: size mới 28_Aug, lùi mapping 1 core size, bổ sung size XS, 4XL, 5XL",1,,,,,,,,,,,,,,
iho@crossian.us,https://luxfitting.com/glammere?--content-version=1rlr5ltcsn4zmcvqdbebru3k8_0,A,RMKT,,luxfitting.com,Accessories,Glammere 2,Version note 1,v2 - v4.3 (optimized USP + description),22,,,,,,,,,,,,,,
iho@crossian.us,https://luxfitting.com/glamorease?--content-version=6pezje0qe393h106wqtspmcjb_0,A,RMKT,,luxfitting.com,Pant,GlamorEase,Version note 1,v1.2 - Add XS-S,1181,961,253,189,154,123,5,,,6410,28,996,2738,2631,377
iho@crossian.us,https://luxfitting.com/glamorease?--content-version=6pezje0qe393h106wqtspmcjb_1,B,RMKT,,luxfitting.com,Pant,GlamorEase,Version note 2,v3.0: Fall/Winter,86,215,38,26,23,20,,,,1163,2,71.9,524,453,67.4
iho@crossian.us,https://luxfitting.com/glidepants?--content-version=kzqm70jpykigv9p8jpfsbwzm_0,A,RMKT,,luxfitting.com,Pant,GlidePants2,Version note 1,v4.0 NO DMCA New Season,744,683,68,49,37,30,3,,,1432,4,110,741,455,89.9
iho@crossian.us,https://luxfitting.com/icedactive?--content-version=30khe3h5lwynxyptoh20zhqvs_0,A,RMKT,,luxfitting.com,Pant,IcedActive,Version note 1,V4.0 New Colors,136,131,1,,,,,,,,,,,,
iho@crossian.us,https://luxfitting.com/icyshorts?--content-version=5mtat1dfu90sjb9gr5v6vaq2z_0,A,RMKT,,luxfitting.com,Pant,Icy Shorts,Version note 1,"v7.1.1 (more unisex, fix lại màu variant)",164,202,27,20,19,15,,,,683,3,83.7,290,281,42.4
iho@crossian.us,https://luxfitting.com/janisie?--content-version=3usvss69qfq4y18dx8fygvyh0_0,A,RMKT,,luxfitting.com,Dress,Janisie2,Version note 1,Ver 2.3 - v2.2 thêm 3 variants mới,95,,,,,,,,,,,,,,
iho@crossian.us,https://luxfitting.com/letteryshirt?--content-version=1ssv9tabzshzu8djg4mtxy28t_0,A,RMKT,,luxfitting.com,T-shirt,LetteryShirt,Version note 1,"v2.0: ảnh variant mới, enhance 1st image+descriptions",1,,,,,,,,,,,,,,
iho@crossian.us,https://luxfitting.com/lilymiss?--content-version=2x69e878dem5fhcff999colz5_0,A,RMKT,,luxfitting.com,Dress,LilyMiss,Version note 1,v3.0. Add 4 new colors,1,,,,,,,,,,,,,,
iho@crossian.us,https://luxfitting.com/maldila?--content-version=47sxorjvllqk7ycs3pp3dw6pt_0,A,RMKT,,luxfitting.com,Dress,Maldila,Version note 1,v4.0 (Clear stock bundles),44,,,,,,1,,,,,,,,
iho@crossian.us,https://luxfitting.com/shapedenim?--content-version=67fgpzer493pfk826to4p92t_0,A,RMKT,,luxfitting.com,Pant,ShapeDenim3,Version note 1,v3 - 3.0 NPV,96,,,,,,,,,,,,,,
iho@crossian.us,https://luxfitting.com/snugtights?--content-version=257a4e609dn5yacsppm3gjyxq_0,A,RMKT,,luxfitting.com,Pant,SnugTights,Version note 1,v2.2.1 - SCE confirm,1,,,,,,,,,,,,,,
iho@crossian.us,https://luxfitting.com/softygrace?--content-version=2w9k3vnzo7m4tmp36rp1qe3xl_0,A,RMKT,,luxfitting.com,Pant,SoftyGrace,Version note 1,v1.0 - NFT,305,291,48,28,26,24,1,,,1451,2,113,708,511,85.9
iho@crossian.us,https://luxfitting.com/stretchactive?--content-version=5opnnkhubf2esov42bp9d4j3w_0,A,RMKT,,luxfitting.com,Pant,StretchActive3,Version note 1,v12.0 - styling - focused visual,1515,1126,292,237,210,185,13,,,9174,13,475,3789,3887,562
iho@crossian.us,https://luxfitting.com/stretchactive?--content-version=5opnnkhubf2esov42bp9d4j3w_1,B,RMKT,,luxfitting.com,Pant,StretchActive3,Version note 2,"v13.0 - model 55+ with fall outfit, thankyou sale",153,391,67,56,51,40,,,,2016,9,351,854,829,127
iho@crossian.us,https://luxfitting.com/stretchactive_old29nov24?--content-version=4aeh2bk4uetog514e5ru7x8va_1,B,RMKT,,luxfitting.com,Pant,StretchActive3,Version note 2,v7.1 - Female enhanced/No DMCA,1,1,,,,,,,,,,,,,
iho@crossian.us,https://santafare.com/bespokemark?--content-version=2rhtmbz7e773hrjqw3j0cmhdj_0,A,RMKT,,santafare.com,Accessories,Bespokemark,Version note 1,v10.0 -New visuals,685,904,131,93,85,74,,,,2399,7,129,1437,546,160
iho@crossian.us,https://santafare.com/bloomyline?--content-version=33u9dexqriz81mhf01cvzikeb_0,A,RMKT,,santafare.com,Accessories,Bloomy Line,Version note 1,v4.4. Add USP Use as a card - Presentation - Accessories,829,835,100,80,67,58,2,,,1735,8,148,959,474,117
iho@crossian.us,https://santafare.com/bookishine?--content-version=ygxge9fzjni4ig5kj8dxktom_0,A,RMKT,,santafare.com,Accessories,Bookishine,Version note 1,V1.0 - NFT,55,,,,,,,,,,,,,,
iho@crossian.us,https://santafare.com/bygonemark?--content-version=6g26cj3epn5zhqmke4w6iuhyw_0,A,RMKT,,santafare.com,Accessories,BygoneMark,Version note 1,v1.1 - New visuals,527,503,166,131,115,96,2,,,4250,12,423,2649,886,286
iho@crossian.us,https://santafare.com/bygonemark?--content-version=6krcubwtxb6fkrclcy7dnkr92_0,A,RMKT,,santafare.com,Accessories,BygoneMark,Version note 1,v1.1 - New visuals,277,240,92,72,57,53,1,,,2293,2,49.6,1400,500,161
iho@crossian.us,https://santafare.com/bygonemark?--content-version=6krcubwtxb6fkrclcy7dnkr92_2,C,RMKT,,santafare.com,Accessories,BygoneMark,Version note 3,v3.0 - New Christmas visuals,33,110,20,13,12,11,,,,600,1,30.2,388,117,36.6
iho@crossian.us,https://santafare.com/bygonemark_old17nov25?--content-version=6krcubwtxb6fkrclcy7dnkr92_0,A,RMKT,,santafare.com,Accessories,BygoneMark,Version note 1,v1.1 - New visuals,3,3,,,2,0,,,,0,2,37.5,0,0,0
iho@crossian.us,https://santafare.com/bygonemark_old17nov25?--content-version=6krcubwtxb6fkrclcy7dnkr92_2,C,RMKT,,santafare.com,Accessories,BygoneMark,Version note 3,v3.0 - New Christmas visuals,1,1,,,,,,,,,,,,,
iho@crossian.us,https://santafare.com/cardcarie?--content-version=2gawgcch1956f1xtd0qvrkey8_0,A,RMKT,,santafare.com,Accessories,CardCarie,Version note 1,v1.6 NFT Revive,101,,,,,,,,,,,,,,
iho@crossian.us,https://santafare.com/pouchic?--content-version=1de41h3536sc5bio4fgnjvmy1_0,A,RMKT,,santafare.com,Accessories,Pouchic2,Version note 1,v9.1.1 - Announcement bar,692,689,200,165,139,119,2,,,3896,16,359,2324,890,268
iho@crossian.us,https://santafare.com/pouchic?--content-version=4v5gfj8k7r8613osepjwo56q9_0,A,RMKT,,santafare.com,Accessories,Pouchic2,Version note 1,v9.0 New Style,1023,1016,257,178,156,141,3,,,4626,13,275,2784,1034,317
iho@crossian.us,https://santafare.com/pouchic?--content-version=4v5gfj8k7r8613osepjwo56q9_2,C,RMKT,,santafare.com,Accessories,Pouchic2,Version note 3,V9.1 Focus USPs,33,217,52,41,32,30,,,,1099,2,54.2,670,237,76.9
iho@crossian.us,https://santafare.com/pouchic_old21nov25?--content-version=4v5gfj8k7r8613osepjwo56q9_0,A,RMKT,,santafare.com,Accessories,Pouchic2,Version note 1,v9.0 New Style,3,3,,,,,,,,,,,,,
iho@crossian.us,https://santafare.com/pouchic_old21nov25?--content-version=4v5gfj8k7r8613osepjwo56q9_2,C,RMKT,,santafare.com,Accessories,Pouchic2,Version note 3,V9.1 Focus USPs,2,2,1,1,1,1,,,,31.1,0,0,18.7,6.72,2.30
iho@crossian.us,https://santafare.com/safecardy?--content-version=4omkx64m6tfsjv2qp83txjakt_0,A,RMKT,,santafare.com,Accessories,SafeCardy,Version note 1,v2.0 - USP optimised,4,,,,,,,,,,,,,,
iho@crossian.us,https://santafare.com/snowflake?--content-version=21ypkqncxqied0dt5ma0ulrud_0,A,RMKT,,santafare.com,Accessories,Snowflake2,Version note 1,v4.3 (treo biển),532,734,87,69,60,56,2,,,2017,3,58.9,970,686,136
iho@crossian.us,https://santafare.com/timelessmark?--content-version=1ti0o9jowqu5ea5ts7mlz9uaf_0,A,RMKT,,santafare.com,Accessories,TimelessMark,Version note 1,v3.0 - new visuals,730,687,143,116,106,91,2,,,3134,7,206,1755,867,182
iho@crossian.us,https://santafare.com/timelessmark?--content-version=3gw9bbm164p2qb6rhrizy15zc_0,A,RMKT,,santafare.com,Accessories,TimelessMark,Free shipping when buy 4+,v3.0 - new visuals,603,448,101,74,62,54,,,,1757,7,235,986,480,104
iho@crossian.us,https://santafare.com/timelessmark?--content-version=3gw9bbm164p2qb6rhrizy15zc_2,C,RMKT,,santafare.com,Accessories,TimelessMark,Version note 3,v5.0 - New Christmas visuals,53,289,38,30,27,24,,,,773,3,81.5,430,214,46.8
iho@crossian.us,https://santafare.com/timelessmark_old14nov25?--content-version=3gw9bbm164p2qb6rhrizy15zc_0,A,RMKT,,santafare.com,Accessories,TimelessMark,Free shipping when buy 4+,v3.0 - new visuals,1,3,,,,,,,,,,,,,
iho@crossian.us,https://santafare.com/winkkey?--content-version=3pp2fzk3vxbbysif1n6vc4tsa_0,A,RMKT,,santafare.com,Accessories,WinkKey,Version note 1,V16.0 - 2025 New Concept,539,647,87,63,56,51,,,,1511,2,41.3,882,365,101
iho@crossian.us,https://santafare.com/winkkey?--content-version=74qzn82jr4tleo1hjeyp84jon_0,A,RMKT,,santafare.com,Accessories,WinkKey,Version note 1,V12.0 - Revised v3.2,819,8,,,,,4,,,,,,,,
iho@crossian.us,https://santafare.com/winkkey?--content-version=74qzn82jr4tleo1hjeyp84jon_1,B,RMKT,,santafare.com,Accessories,WinkKey,Version note 2,V15.0 - New Concept,129,934,98,78,61,60,,,,1488,2,61.5,846,380,94.7
iho@crossian.us,https://santafare.com/winkkey?--content-version=74qzn82jr4tleo1hjeyp84jon_2,C,RMKT,,santafare.com,Accessories,WinkKey,Version note 3,V16.0 - 2025 New Concept,34,220,26,14,12,10,,,,390,2,36.1,238,83.3,28.2
iho@crossian.us,https://santafare.com/winkkey_old21nov25?--content-version=74qzn82jr4tleo1hjeyp84jon_1,B,RMKT,,santafare.com,Accessories,WinkKey,Version note 2,V15.0 - New Concept,1,1,,1,1,0,,,,0,1,19.8,0,0,0
